keyword_text,keyword_match_type,ad_group_criterion_status,campaign_name,ad_group_name,ad_group_criterion_quality_info_quality_score,impressions,clicks,ctr,average_cpc,cost,conversions,cost_per_conversion
endoscopia merida,EXACT,ENABLED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
endoscopia chopo,PHRASE,ENABLED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
endoscopia salud digna,PHRASE,ENABLED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
endoscopia merida,PHRASE,ENABLED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
centro endoscopico del sureste,PHRASE,ENABLED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
endoscopia precio merida,EXACT,ENABLED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
colangiopancreatografía endoscópica,PHRASE,PAUSED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
cpre merida,PHRASE,ENABLED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
CPRE merida,EXACT,ENABLED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
problemas biliares merida,PHRASE,PAUSED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
CPRE hospital amerimed,PHRASE,PAUSED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
cálculos biliares endoscopia,PHRASE,PAUSED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
CPRE mexico,PHRASE,ENABLED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
CPRE yucatan,PHRASE,PAUSED,Endo & Colo - Merida,Endoscopia Merida July 2025 #2,,0,0,,,0.0,0,
colonoscopia,EXACT,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
precio colonoscopia,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia chopo,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
centro de colonoscopia,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia en merida,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia salud digna,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia con sedacion,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia precio,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
costo colonoscopia,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia en merida yucatan,EXACT,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia merida,EXACT,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia precio merida,EXACT,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia merida,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia en merida yucatan,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia privada,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia salud digna precio,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopy merida,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia yucatan,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopy in merida mexico,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia privada merida,EXACT,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia con sedacion merida,EXACT,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopia costo merida,EXACT,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
costo colonoscopia merida,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
colonoscopía mérida,PHRASE,ENABLED,Agosto - Colonoscopy - Calls,Merida Core Calls,,0,0,,,0.0,0,
balón gástrico,BROAD,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
bypass gástrico,BROAD,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
manga gástrica,BROAD,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
balón intragástrico,PHRASE,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
manga gástrica méxico,PHRASE,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
bariatra en merida,PHRASE,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
precio manga gástrica,PHRASE,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
manga endoscopica,PHRASE,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
costo bypass gástrico,PHRASE,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
financiamiento cirugía bariátrica,PHRASE,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
bypass gástrico mérida,EXACT,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
balón gástrico mérida,EXACT,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
manga gástrica mérida,EXACT,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
manga gástrica en mérida,PHRASE,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
bypass gástrico en mérida,PHRASE,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
balón gástrico precio mérida,PHRASE,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
Retiro balon gastrico,PHRASE,ENABLED,Bariatria,Bariatry Combined,,0,0,,,0.0,0,
Estreñimiento crónico,EXACT,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Estreñimiento crónico,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Sangrado rectal colonoscopia,EXACT,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Dolor abdominal colonoscopia,EXACT,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Colonoscopia por dolor,EXACT,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Sangrado rectal colonoscopia,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Dolor abdominal colonoscopia,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Colonoscopia por dolor,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Colonoscopia por sangrado,EXACT,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Colonoscopia por estreñimiento,EXACT,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Cambio en hábito intestinal,EXACT,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Sangre en heces colonoscopia,EXACT,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Colonoscopia por sangrado,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Colonoscopia por estreñimiento,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Cambio en hábito intestinal,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
Sangre en heces colonoscopia,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Symptom,,0,0,,,0.0,0,
endoscopia emergencia,EXACT,ENABLED,Ligadura Esofagica,Ligadura Esofagica,,0,0,,,0.0,0,
varices esofagicas merida,EXACT,ENABLED,Ligadura Esofagica,Ligadura Esofagica,,0,0,,,0.0,0,
Ligadura Varices Esofágicas,PHRASE,ENABLED,Ligadura Esofagica,Ligadura Esofagica,,0,0,,,0.0,0,
ligadura endoscópica,PHRASE,ENABLED,Ligadura Esofagica,Ligadura Esofagica,2,2,0,0,,0.0,0,
varices esofágicas merida,EXACT,ENABLED,Ligadura Esofagica,Ligadura Esofagica,,0,0,,,0.0,0,
precio colonoscopia,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia en merida,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia en merida yucatan,EXACT,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia merida,EXACT,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia precio merida,EXACT,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia en merida yucatan,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia privada merida,EXACT,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia con sedacion merida,EXACT,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia costo merida,EXACT,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
costo colonoscopia merida,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia chopo,PHRASE,ENABLED,Agosto - Colon - Competition Calls,Competition Ad Group,,0,0,,,0.0,0,
centro de colonoscopia,PHRASE,ENABLED,Agosto - Colon - Competition Calls,Competition Ad Group,,0,0,,,0.0,0,
colonoscopia salud digna,PHRASE,ENABLED,Agosto - Colon - Competition Calls,Competition Ad Group,,0,0,,,0.0,0,
centro de endoscopia y colonoscopia,PHRASE,ENABLED,Agosto - Colon - Competition Calls,Competition Ad Group,,0,0,,,0.0,0,
clinica colon merida,PHRASE,ENABLED,Agosto - Colon - Competition Calls,Competition Ad Group,,0,0,,,0.0,0,
colonoscopia salud digna precio,PHRASE,ENABLED,Agosto - Colon - Competition Calls,Competition Ad Group,,0,0,,,0.0,0,
colonoscopia clinica merida,PHRASE,ENABLED,Agosto - Colon - Competition Calls,Competition Ad Group,,0,0,,,0.0,0,
cirugia laparoscopica,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
cirugia de hernia,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
colecistectomia laparoscopica,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
cirugia vesicula,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
cirugía de colon,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
cirugia general,EXACT,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
cirugia de reflujo,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
cirujano general en merida,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
cirujano general merida,EXACT,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
reparacion hernia,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
cirugia general merida,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
colelitiasis cirugía,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
funduplicatura merida,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
esplenectomia merida,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
apendicectomía merida,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
cirugía de intestino,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
catéteres para diálisis,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
cirugia general en merida,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
cirugia minimamente invasiva merida,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
mejor cirujano general merida,PHRASE,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
cirugia laparoscopica merida,EXACT,ENABLED,General Surgery,General Surgery - Core,,0,0,,,0.0,0,
balon gastrico para bajar de peso,BROAD,ENABLED,Bariatric Test,Ad group 1,,0,0,,,0.0,0,
para cirugía,BROAD,ENABLED,Bariatric Test,Ad group 1,,0,0,,,0.0,0,
endoscopia star medica,EXACT,ENABLED,Endoscopia,Endoscopy - Hospital,,0,0,,,0.0,0,
endoscopia hospital,PHRASE,ENABLED,Endoscopia,Endoscopy - Hospital,,0,0,,,0.0,0,
endoscopia en faro del mayab,PHRASE,ENABLED,Endoscopia,Endoscopy - Hospital,,0,0,,,0.0,0,
endoscopia en star medica,PHRASE,ENABLED,Endoscopia,Endoscopy - Hospital,,0,0,,,0.0,0,
endoscopia faro del mayab,EXACT,ENABLED,Endoscopia,Endoscopy - Hospital,,0,0,,,0.0,0,
precio colonoscopia,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia en merida,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia en merida yucatan,EXACT,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia merida,EXACT,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia precio merida,EXACT,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia en merida yucatan,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia privada merida,EXACT,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia con sedacion merida,EXACT,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
colonoscopia costo merida,EXACT,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
costo colonoscopia merida,PHRASE,ENABLED,Colonoscopia,Colonoscopia - Call,,0,0,,,0.0,0,
tarifas,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
valor,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
tarifa,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
costos,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
coste,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
precio,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
cuesta,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
precios,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
costo,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
cuanto cuesta,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia,EXACT,PAUSED,Colonoscopia,Colonoscopy - Core,3,0,0,,,0.0,0,
cuanto vale,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
cuanto sale,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
costo de,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
cuánto cuesta,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
cuestan,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
precio colonoscopia,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
cuánto vale,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
cuánto sale,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
polipectomia colon,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
polipos en colon,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
precio de,PHRASE,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia en merida,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
polipo en colon,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia con sedacion,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
costo colonoscopia,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
polipectomia colonica,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia en merida yucatan,EXACT,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia precio merida,EXACT,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia en merida yucatan,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia privada,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopy price merida,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia costo merida,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopy merida,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopy in merida mexico,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia privada merida,EXACT,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia con sedacion merida,EXACT,ENABLED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia costo merida,EXACT,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
costo colonoscopia merida,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopía mérida,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
polipectomia merida,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
polipectomia colónica,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia precio merida,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
precio colonoscopia merida,PHRASE,PAUSED,Colonoscopia,Colonoscopy - Core,,0,0,,,0.0,0,
endoscopia del mayab,EXACT,ENABLED,Endoscopia,Brand,,0,0,,,0.0,0,
endoscopia,PHRASE,ENABLED,Leads-Search-29,Ad group 1,,0,0,,,0.0,0,
endoscopia merida,PHRASE,ENABLED,Leads-Search-29,Ad group 1,,0,0,,,0.0,0,
endoscopia precio merida,EXACT,ENABLED,Leads-Search-29,Ad group 1,,0,0,,,0.0,0,
panendoscopia merida,PHRASE,ENABLED,Leads-Search-29,Ad group 1,,0,0,,,0.0,0,
endoscopia por reflujo,PHRASE,ENABLED,Leads-Search-29,Ad group 1,,0,0,,,0.0,0,
endoscopia del mayab,EXACT,ENABLED,Brand,Brand - Endoscopia del Mayab,,0,0,,,0.0,0,
centro endoscopia del mayab,EXACT,PAUSED,Brand,Brand - Endoscopia del Mayab,,0,0,,,0.0,0,
clinica endoscopia del mayab,EXACT,PAUSED,Brand,Brand - Endoscopia del Mayab,,0,0,,,0.0,0,
endoscopia mayab,EXACT,ENABLED,Brand,Brand - Endoscopia del Mayab,,0,0,,,0.0,0,
endoscopia mayab merida,EXACT,PAUSED,Brand,Brand - Endoscopia del Mayab,,0,0,,,0.0,0,
endoscopia el mayab,EXACT,PAUSED,Brand,Brand - Endoscopia del Mayab,,0,0,,,0.0,0,
colonoscopia star medica,EXACT,ENABLED,Colon Max Conversions,Colonoscopy - Hospital,,0,0,,,0.0,0,
colonoscopia faro del mayab,EXACT,ENABLED,Colon Max Conversions,Colonoscopy - Hospital,,0,0,,,0.0,0,
colonoscopia en faro del mayab,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Hospital,,0,0,,,0.0,0,
colonoscopia en star medica,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Hospital,,0,0,,,0.0,0,
estudio de colonoscopia,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Pricing,,0,0,,,0.0,0,
precio colonoscopia,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Pricing,,0,0,,,0.0,0,
precio de colonoscopia,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Pricing,3,0,0,,,0.0,0,
costo colonoscopia,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Pricing,,0,0,,,0.0,0,
colonoscopy price merida,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Pricing,,0,0,,,0.0,0,
colonoscopia costo merida,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Pricing,,0,0,,,0.0,0,
colonoscopia costo merida,EXACT,PAUSED,Colon Max Conversions,Colonoscopy - Pricing,,0,0,,,0.0,0,
colonoscopia precio merida,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Pricing,,0,0,,,0.0,0,
Estreñimiento crónico,EXACT,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Estreñimiento crónico,PHRASE,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Sangrado rectal colonoscopia,EXACT,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Dolor abdominal colonoscopia,EXACT,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Colonoscopia por dolor,EXACT,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Sangrado rectal colonoscopia,PHRASE,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Dolor abdominal colonoscopia,PHRASE,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Colonoscopia por dolor,PHRASE,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Colonoscopia por sangrado,EXACT,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Colonoscopia por estreñimiento,EXACT,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Cambio en hábito intestinal,EXACT,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Sangre en heces colonoscopia,EXACT,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Colonoscopia por sangrado,PHRASE,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Colonoscopia por estreñimiento,PHRASE,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Cambio en hábito intestinal,PHRASE,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
Sangre en heces colonoscopia,PHRASE,ENABLED,Colon Max Conversions,Colonoscopia - Symptom,,0,0,,,0.0,0,
tarifas,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
valor,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
tarifa,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
costos,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
coste,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
precio,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
cuesta,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
precios,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
costo,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
cuanto cuesta,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia,EXACT,PAUSED,Colon Max Conversions,Colonoscopy - Core,3,0,0,,,0.0,0,
cuanto vale,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
cuanto sale,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
costo de,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
cuánto cuesta,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
cuestan,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
precio colonoscopia,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
cuánto vale,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
cuánto sale,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
polipectomia colon,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
polipos en colon,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
precio de,PHRASE,ENABLED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia en merida,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
polipo en colon,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia con sedacion,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
costo colonoscopia,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
polipectomia colonica,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia en merida yucatan,EXACT,PAUSED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia precio merida,EXACT,PAUSED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia en merida yucatan,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopia privada,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
colonoscopy price merida,PHRASE,PAUSED,Colon Max Conversions,Colonoscopy - Core,,0,0,,,0.0,0,
